Memory Length,4000,
35,
39,
41,
43,
45,
49,
50,
51,
54,
56,
56,
58,
60,
61,
63,
65,
66,
67,
67,
67,
68,
69,
68,
69,
69,
69,
67,
64,
64,
62,
59,
58,
56,
55,
52,
50,
50,
49,
47,
44,
41,
42,
39,
36,
35,
36,
34,
34,
32,
31,
29,
26,
25,
24,
24,
23,
20,
20,
18,
16,
16,
15,
14,
13,
12,
12,
9,
7,
8,
7,
4,
5,
3,
4,
1,
0,
0,
0,
-1,
-3,
-5,
-5,
-6,
-7,
-7,
-7,
-8,
-8,
-10,
-11,
-11,
-14,
-14,
-13,
-15,
-15,
-15,
-15,
-17,
-19,
-19,
-17,
-18,
-19,
-21,
-20,
-20,
-22,
-19,
-21,
-23,
-24,
-25,
-24,
-26,
-26,
-26,
-25,
-26,
-25,
-27,
-28,
-29,
-30,
-29,
-29,
-29,
-28,
-29,
-28,
-30,
-32,
-31,
-30,
-30,
-30,
-32,
-31,
-32,
-32,
-32,
-32,
-33,
-33,
-33,
-32,
-33,
-33,
-32,
-33,
-33,
-33,
-33,
-33,
-34,
-34,
-34,
-33,
-33,
-33,
-34,
-33,
-36,
-35,
-35,
-34,
-33,
-33,
-33,
-33,
-34,
-35,
-35,
-35,
-35,
-34,
-34,
-34,
-34,
-33,
-31,
-27,
-22,
-19,
-13,
-9,
-3,
2,
6,
10,
12,
17,
20,
23,
26,
29,
31,
36,
38,
41,
43,
47,
47,
50,
51,
55,
55,
57,
59,
60,
62,
62,
63,
65,
66,
67,
68,
70,
69,
68,
68,
68,
67,
67,
64,
64,
60,
58,
59,
56,
54,
53,
51,
49,
48,
46,
44,
43,
42,
40,
37,
36,
34,
34,
32,
31,
30,
29,
27,
26,
24,
21,
21,
20,
20,
17,
17,
17,
15,
14,
13,
12,
11,
9,
8,
7,
6,
4,
4,
3,
3,
3,
1,
0,
-1,
-3,
-2,
-2,
-4,
-6,
-8,
-7,
-9,
-11,
-11,
-9,
-11,
-11,
-13,
-13,
-14,
-16,
-15,
-16,
-16,
-15,
-17,
-18,
-18,
-20,
-19,
-18,
-21,
-22,
-21,
-21,
-23,
-24,
-22,
-24,
-25,
-25,
-26,
-25,
-26,
-27,
-28,
-27,
-28,
-28,
-28,
-28,
-30,
-30,
-30,
-28,
-29,
-29,
-29,
-28,
-32,
-32,
-31,
-30,
-31,
-30,
-32,
-32,
-33,
-34,
-33,
-31,
-32,
-32,
-33,
-33,
-34,
-34,
-33,
-33,
-33,
-33,
-34,
-34,
-35,
-34,
-34,
-33,
-33,
-34,
-34,
-34,
-36,
-36,
-35,
-33,
-33,
-34,
-34,
-34,
-35,
-35,
-35,
-34,
-33,
-33,
-34,
-35,
-34,
-34,
-32,
-29,
-28,
-23,
-19,
-14,
-9,
-4,
1,
5,
9,
13,
16,
20,
21,
26,
28,
33,
35,
37,
41,
44,
45,
48,
50,
53,
54,
57,
56,
59,
59,
61,
62,
64,
65,
67,
67,
68,
68,
67,
68,
69,
68,
67,
66,
67,
64,
61,
60,
59,
56,
53,
53,
52,
49,
48,
46,
46,
44,
42,
39,
39,
37,
34,
34,
33,
31,
31,
28,
28,
26,
24,
22,
23,
20,
19,
18,
18,
16,
14,
13,
13,
12,
11,
11,
9,
7,
6,
5,
5,
3,
2,
1,
3,
0,
-2,
-2,
-3,
-4,
-4,
-5,
-5,
-7,
-9,
-8,
-8,
-10,
-11,
-12,
-12,
-13,
-16,
-14,
-14,
-16,
-15,
-16,
-18,
-18,
-20,
-19,
-19,
-19,
-20,
-22,
-21,
-22,
-23,
-22,
-23,
-25,
-24,
-25,
-25,
-26,
-27,
-26,
-26,
-28,
-29,
-29,
-28,
-29,
-30,
-29,
-28,
-29,
-29,
-30,
-28,
-32,
-32,
-32,
-30,
-31,
-31,
-32,
-32,
-32,
-33,
-32,
-31,
-32,
-33,
-32,
-32,
-33,
-34,
-33,
-33,
-33,
-33,
-34,
-33,
-34,
-35,
-35,
-33,
-33,
-33,
-35,
-34,
-35,
-34,
-34,
-33,
-34,
-35,
-35,
-34,
-35,
-34,
-35,
-33,
-33,
-34,
-35,
-35,
-35,
-34,
-35,
-33,
-32,
-29,
-27,
-23,
-18,
-13,
-7,
-1,
3,
7,
11,
14,
16,
20,
22,
27,
30,
33,
36,
40,
42,
45,
45,
50,
51,
52,
54,
56,
58,
59,
60,
62,
63,
65,
65,
68,
68,
67,
67,
69,
69,
69,
70,
69,
66,
63,
62,
61,
58,
58,
56,
55,
53,
50,
49,
48,
47,
45,
42,
41,
38,
36,
35,
35,
33,
33,
31,
31,
28,
26,
25,
24,
23,
22,
20,
20,
18,
16,
16,
15,
13,
13,
11,
11,
9,
8,
7,
7,
4,
4,
2,
3,
1,
-1,
0,
-1,
-1,
-3,
-5,
-5,
-7,
-8,
-7,
-8,
-9,
-8,
-10,
-11,
-12,
-14,
-13,
-13,
-14,
-15,
-16,
-15,
-16,
-19,
-18,
-18,
-19,
-19,
-21,
-20,
-21,
-22,
-20,
-24,
-24,
-24,
-25,
-24,
-26,
-26,
-26,
-25,
-26,
-27,
-28,
-27,
-29,
-30,
-29,
-29,
-29,
-29,
-30,
-29,
-31,
-31,
-31,
-30,
-30,
-30,
-31,
-31,
-32,
-33,
-32,
-30,
-32,
-32,
-33,
-33,
-33,
-34,
-32,
-33,
-34,
-33,
-34,
-34,
-33,
-34,
-34,
-33,
-33,
-33,
-34,
-34,
-36,
-36,
-35,
-34,
-34,
-35,
-36,
-35,
-35,
-35,
-35,
-33,
-33,
-34,
-34,
-33,
-34,
-34,
-31,
-28,
-25,
-21,
-16,
-12,
-6,
-2,
2,
7,
11,
14,
19,
22,
24,
27,
29,
35,
36,
40,
43,
46,
47,
49,
50,
53,
55,
57,
57,
59,
61,
62,
62,
65,
66,
67,
68,
69,
69,
68,
68,
69,
68,
68,
66,
65,
62,
60,
59,
56,
55,
53,
53,
52,
49,
47,
45,
44,
43,
41,
38,
37,
35,
32,
32,
33,
30,
30,
27,
27,
25,
23,
22,
21,
22,
20,
19,
17,
15,
14,
13,
13,
11,
11,
10,
8,
7,
5,
5,
4,
3,
2,
1,
1,
-1,
-3,
-2,
-2,
-4,
-5,
-7,
-6,
-8,
-9,
-8,
-9,
-10,
-11,
-12,
-12,
-13,
-16,
-15,
-15,
-15,
-15,
-17,
-18,
-18,
-21,
-20,
-18,
-20,
-21,
-22,
-21,
-23,
-23,
-22,
-24,
-24,
-24,
-25,
-24,
-26,
-27,
-27,
-25,
-28,
-27,
-28,
-28,
-29,
-30,
-29,
-29,
-29,
-29,
-31,
-29,
-32,
-32,
-31,
-30,
-30,
-30,
-32,
-31,
-32,
-33,
-32,
-31,
-32,
-33,
-33,
-33,
-33,
-33,
-32,
-33,
-33,
-33,
-34,
-34,
-34,
-34,
-34,
-33,
-34,
-34,
-35,
-34,
-35,
-36,
-35,
-34,
-34,
-35,
-35,
-33,
-34,
-35,
-35,
-34,
-33,
-34,
-35,
-35,
-36,
-35,
-34,
-32,
-30,
-29,
-27,
-23,
-18,
-12,
-6,
-1,
3,
8,
11,
14,
17,
21,
24,
28,
30,
34,
37,
40,
42,
44,
45,
49,
51,
52,
54,
56,
57,
59,
60,
62,
63,
65,
65,
68,
67,
67,
68,
69,
68,
68,
69,
69,
66,
64,
63,
61,
59,
58,
56,
55,
52,
50,
49,
48,
46,
45,
42,
41,
38,
37,
36,
35,
33,
32,
31,
30,
28,
26,
25,
24,
24,
23,
19,
19,
17,
16,
16,
14,
13,
13,
12,
11,
8,
6,
6,
5,
4,
5,
3,
4,
2,
0,
0,
-1,
-1,
-3,
-4,
-5,
-7,
-7,
-7,
-8,
-9,
-9,
-11,
-11,
-11,
-14,
-14,
-13,
-15,
-15,
-16,
-15,
-17,
-19,
-19,
-18,
-20,
-19,
-21,
-20,
-20,
-22,
-20,
-22,
-23,
-24,
-24,
-24,
-26,
-27,
-26,
-25,
-26,
-26,
-28,
-27,
-29,
-30,
-29,
-29,
-29,
-29,
-29,
-28,
-30,
-31,
-31,
-29,
-29,
-30,
-31,
-31,
-32,
-33,
-32,
-30,
-33,
-33,
-33,
-32,
-33,
-33,
-32,
-33,
-33,
-33,
-34,
-33,
-34,
-34,
-34,
-33,
-33,
-34,
-34,
-33,
-35,
-37,
-35,
-33,
-34,
-34,
-35,
-34,
-36,
-36,
-35,
-35,
-34,
-34,
-35,
-34,
-35,
-35,
-35,
-34,
-33,
-35,
-35,
-36,
-37,
-36,
-36,
-34,
-33,
-33,
-35,
-35,
-35,
-34,
-34,
-30,
-28,
-24,
-19,
-13,
-8,
-3,
1,
7,
10,
14,
17,
21,
22,
26,
29,
33,
36,
39,
41,
44,
46,
48,
50,
53,
54,
56,
58,
60,
59,
60,
62,
64,
65,
67,
68,
69,
68,
68,
68,
69,
68,
67,
66,
66,
64,
60,
60,
59,
56,
54,
52,
52,
49,
48,
46,
47,
44,
41,
40,
40,
37,
34,
34,
33,
31,
31,
28,
28,
26,
23,
22,
21,
21,
21,
19,
17,
16,
14,
13,
14,
11,
11,
10,
9,
6,
5,
4,
5,
3,
3,
1,
2,
-1,
-3,
-3,
-2,
-2,
-3,
-5,
-5,
-7,
-8,
-7,
-8,
-10,
-11,
-11,
-12,
-13,
-15,
-14,
-14,
-15,
-15,
-17,
-18,
-18,
-19,
-19,
-18,
-20,
-21,
-22,
-22,
-23,
-24,
-22,
-23,
-24,
-23,
-25,
-24,
-25,
-27,
-27,
-27,
-28,
-27,
-28,
-27,
-28,
-29,
-28,
-29,
-29,
-30,
-31,
-31,
-32,
-31,
-31,
-29,
-30,
-30,
-32,
-32,
-33,
-33,
-32,
-30,
-32,
-32,
-33,
-33,
-34,
-34,
-34,
-33,
-33,
-33,
-34,
-33,
-34,
-34,
-34,
-34,
-34,
-34,
-34,
-34,
-35,
-34,
-35,
-33,
-34,
-33,
-34,
-35,
-35,
-35,
-35,
-33,
-33,
-34,
-34,
-33,
-34,
-33,
-31,
-27,
-23,
-17,
-12,
-8,
-3,
2,
6,
11,
14,
17,
20,
24,
26,
29,
32,
36,
39,
41,
44,
46,
47,
49,
51,
55,
56,
58,
60,
61,
61,
62,
62,
65,
66,
67,
69,
70,
69,
68,
68,
68,
67,
67,
64,
64,
61,
58,
58,
56,
53,
51,
50,
49,
48,
46,
44,
44,
42,
40,
38,
37,
34,
32,
30,
31,
28,
27,
26,
26,
23,
22,
20,
21,
19,
18,
18,
16,
15,
13,
12,
11,
10,
9,
8,
8,
6,
4,
4,
3,
1,
1,
0,
0,
-2,
-3,
-3,
-3,
-4,
-5,
-6,
-7,
-9,
-10,
-10,
-9,
-10,
-11,
-12,
-13,
-15,
-17,
-16,
-16,
-16,
-17,
-18,
-17,
-17,
-19,
-20,
-19,
-21,
-23,
-22,
-22,
-24,
-24,
-22,
-24,
-24,
-25,
-26,
-26,
-26,
-28,
-28,
-27,
-28,
-27,
-28,
-28,
-29,
-30,
-30,
-29,
-30,
-30,
-30,
-28,
-31,
-32,
-31,
-30,
-31,
-30,
-32,
-32,
-33,
-33,
-32,
-30,
-32,
-33,
-33,
-33,
-34,
-34,
-33,
-33,
-33,
-33,
-34,
-35,
-36,
-36,
-35,
-33,
-33,
-33,
-33,
-34,
-35,
-35,
-35,
-34,
-34,
-35,
-34,
-34,
-35,
-35,
-35,
-34,
-34,
-35,
-35,
-34,
-35,
-34,
-33,
-30,
-30,
-27,
-24,
-21,
-15,
-8,
-3,
3,
7,
10,
14,
16,
18,
22,
25,
29,
34,
37,
39,
41,
43,
46,
48,
51,
52,
53,
55,
59,
59,
60,
61,
63,
64,
65,
66,
68,
68,
67,
68,
68,
68,
68,
67,
67,
64,
61,
61,
60,
57,
57,
55,
54,
50,
48,
46,
47,
45,
43,
41,
40,
38,
35,
34,
34,
32,
31,
29,
29,
27,
25,
24,
24,
22,
20,
19,
19,
17,
15,
16,
15,
13,
13,
11,
9,
8,
6,
5,
5,
4,
3,
3,
3,
0,
-2,
-2,
-3,
-4,
-3,
-5,
-4,
-6,
-7,
-7,
-9,
-10,
-9,
-11,
-12,
-12,
-14,
-13,
-13,
-16,
-17,
-17,
-16,
-18,
-20,
-19,
-18,
-19,
-19,
-21,
-21,
-23,
-24,
-23,
-23,
-23,
-24,
-24,
-24,
-25,
-26,
-26,
-25,
-27,
-27,
-27,
-27,
-28,
-29,
-28,
-28,
-29,
-28,
-30,
-28,
-31,
-31,
-31,
-30,
-30,
-31,
-32,
-32,
-32,
-34,
-33,
-32,
-32,
-33,
-32,
-32,
-34,
-34,
-34,
-33,
-32,
-33,
-35,
-34,
-35,
-34,
-34,
-33,
-33,
-33,
-33,
-33,
-35,
-35,
-34,
-34,
-33,
-34,
-35,
-34,
-34,
-34,
-36,
-34,
-34,
-33,
-35,
-34,
-35,
-34,
-34,
-31,
-30,
-27,
-25,
-21,
-15,
-9,
-4,
1,
5,
9,
13,
16,
18,
21,
25,
29,
33,
35,
38,
41,
42,
45,
46,
50,
51,
53,
56,
57,
58,
59,
61,
63,
63,
65,
66,
68,
67,
68,
68,
71,
68,
68,
69,
69,
64,
61,
61,
60,
57,
57,
54,
55,
51,
49,
49,
47,
46,
44,
42,
41,
38,
36,
35,
35,
33,
32,
30,
28,
26,
25,
25,
24,
23,
22,
20,
20,
17,
15,
15,
14,
12,
11,
11,
9,
8,
6,
6,
7,
4,
3,
3,
4,
1,
-1,
0,
-1,
-1,
-3,
-5,
-4,
-6,
-6,
-7,
-8,
-9,
-10,
-11,
-11,
-12,
-14,
-13,
-13,
-15,
-15,
-16,
-15,
-17,
-20,
-19,
-19,
-20,
-19,
-21,
-21,
-22,
-22,
-22,
-23,
-24,
-25,
-24,
-23,
-25,
-26,
-26,
-26,
-28,
-27,
-28,
-28,
-29,
-29,
-28,
-29,
-29,
-29,
-30,
-31,
-32,
-32,
-31,
-30,
-29,
-30,
-31,
-31,
-32,
-34,
-34,
-32,
-33,
-32,
-32,
-32,
-34,
-34,
-34,
-33,
-33,
-33,
-34,
-33,
-34,
-34,
-35,
-33,
-33,
-34,
-34,
-34,
-35,
-34,
-34,
-34,
-34,
-34,
-35,
-35,
-35,
-35,
-35,
-33,
-33,
-33,
-35,
-34,
-33,
-32,
-30,
-25,
-21,
-17,
-12,
-7,
-2,
2,
6,
11,
14,
18,
21,
24,
26,
30,
31,
35,
38,
41,
45,
48,
48,
50,
51,
55,
56,
58,
60,
61,
62,
63,
64,
65,
66,
67,
68,
69,
68,
68,
70,
69,
67,
67,
65,
64,
61,
58,
57,
56,
53,
53,
51,
50,
47,
46,
44,
43,
41,
40,
38,
37,
35,
33,
31,
31,
31,
29,
27,
26,
23,
21,
20,
20,
19,
18,
16,
16,
15,
13,
12,
12,
11,
9,
8,
7,
5,
4,
4,
4,
3,
2,
0,
0,
-1,
-3,
-3,
-4,
-6,
-5,
-7,
-7,
-9,
-10,
-11,
-10,
-11,
-11,
-12,
-13,
-14,
-16,
-14,
-15,
-15,
-15,
-18,
-18,
-19,
-21,
-20,
-19,
-21,
-23,
-23,
-23,
-23,
-24,
-22,
-24,
-24,
-24,
-26,
-25,
-26,
-27,
-27,
-26,
-27,
-28,
-28,
-28,
-29,
-30,
-29,
-29,
-30,
-31,
-31,
-31,
-31,
-31,
-30,
-30,
-31,
-31,
-33,
-32,
-33,
-33,
-32,
-31,
-32,
-33,
-33,
-33,
-34,
-34,
-32,
-32,
-33,
-32,
-33,
-33,
-34,
-34,
-35,
-33,
-34,
-33,
-34,
-34,
-34,
-34,
-35,
-34,
-34,
-35,
-35,
-35,
-34,
-34,
-34,
-33,
-33,
-34,
-34,
-33,
-32,
-30,
-26,
-21,
-16,
-8,
-4,
-1,
3,
7,
11,
15,
19,
23,
26,
28,
31,
33,
35,
39,
43,
45,
48,
50,
51,
52,
53,
56,
57,
59,
61,
62,
63,
64,
65,
67,
67,
68,
69,
70,
69,
68,
68,
67,
66,
65,
62,
61,
58,
54,
54,
54,
52,
51,
49,
49,
46,
44,
42,
40,
37,
37,
36,
36,
34,
31,
30,
29,
28,
27,
24,
23,
21,
20,
20,
20,
18,
17,
16,
16,
14,
11,
11,
10,
8,
9,
7,
7,
4,
3,
2,
2,
1,
0,
0,
-1,
-2,
-4,
-3,
-4,
-6,
-7,
-8,
-8,
-10,
-11,
-9,
-10,
-11,
-11,
-13,
-15,
-15,
-18,
-16,
-16,
-16,
-15,
-19,
-18,
-18,
-20,
-20,
-20,
-22,
-23,
-23,
-22,
-24,
-25,
-24,
-25,
-25,
-25,
-27,
-27,
-27,
-27,
-28,
-26,
-28,
-29,
-29,
-28,
-31,
-32,
-30,
-29,
-29,
-29,
-30,
-31,
-32,
-33,
-32,
-30,
-31,
-32,
-32,
-32,
-33,
-33,
-34,
-31,
-32,
-33,
-33,
-33,
-34,
-34,
-34,
-33,
-33,
-33,
-34,
-33,
-34,
-34,
-34,
-33,
-34,
-34,
-35,
-35,
-36,
-35,
-35,
-34,
-33,
-34,
-35,
-35,
-35,
-34,
-35,
-33,
-33,
-34,
-34,
-35,
-33,
-33,
-30,
-25,
-22,
-17,
-12,
-7,
-2,
2,
6,
10,
14,
17,
21,
24,
27,
30,
33,
36,
38,
42,
45,
47,
48,
51,
52,
55,
56,
57,
59,
60,
62,
63,
64,
66,
66,
67,
69,
70,
68,
67,
68,
68,
67,
67,
64,
64,
59,
57,
57,
56,
52,
52,
50,
49,
47,
46,
44,
43,
41,
39,
37,
36,
33,
32,
32,
32,
30,
28,
26,
26,
24,
21,
21,
20,
19,
19,
18,
16,
15,
13,
12,
11,
10,
9,
8,
8,
6,
4,
4,
3,
2,
1,
0,
0,
-1,
-2,
-2,
-2,
-5,
-6,
-6,
-7,
-8,
-10,
-8,
-9,
-10,
-10,
-12,
-13,
-15,
-17,
-16,
-16,
-16,
-15,
-18,
-17,
-17,
-20,
-21,
-20,
-21,
-23,
-23,
-22,
-23,
-23,
-22,
-23,
-25,
-25,
-27,
-26,
-26,
-27,
-26,
-26,
-28,
-27,
-28,
-28,
-30,
-30,
-30,
-29,
-29,
-29,
-30,
-29,
-32,
-32,
-32,
-30,
-31,
-30,
-32,
-31,
-32,
-32,
-32,
-32,
-33,
-33,
-34,
-33,
-34,
-33,
-32,
-32,
-33,
-33,
-34,
-34,
-35,
-35,
-35,
-33,
-33,
-33,
-33,
-34,
-35,
-35,
-35,
-34,
-34,
-35,
-34,
-33,
-34,
-34,
-35,
-34,
-34,
-35,
-35,
-35,
-36,
-35,
-34,
-33,
-32,
-31,
-31,
-27,
-25,
-18,
-12,
-5,
0,
4,
7,
10,
13,
16,
19,
24,
27,
31,
33,
37,
40,
42,
44,
47,
48,
50,
52,
55,
56,
58,
59,
61,
62,
63,
64,
66,
66,
67,
68,
69,
69,
69,
69,
69,
66,
64,
64,
63,
60,
59,
57,
56,
53,
50,
51,
48,
47,
47,
45,
44,
42,
38,
38,
36,
34,
33,
31,
30,
28,
26,
26,
25,
24,
23,
21,
20,
18,
17,
17,
16,
15,
14,
12,
12,
10,
8,
8,
7,
5,
5,
4,
4,
2,
0,
0,
-1,
-2,
-2,
-4,
-4,
-5,
-6,
-6,
-8,
-8,
-8,
-9,
-11,
-12,
-13,
-12,
-13,
-13,
-15,
-15,
